dataset,reference,target_horizon,pcc_mse,reference_mse,pcc_mse_gain_percent,pcc_mae_gain_percent
ETTh1,a6,269,1.2025319455835455,1.1864426160390493,-1.3560984178240698,-1.652061135986549
ETTh1,a6,270,1.203801571715761,1.187799796572438,-1.3471777979334965,-1.6451018522687155
ETTh1,a6,271,1.2050932503384417,1.1891231332317929,-1.343016266384911,-1.6416745565980273
ETTh1,a6,272,1.2063402597628095,1.190376566394287,-1.3410624687343553,-1.6388942056428712
ETTh1,a6,273,1.2077222811979251,1.1916486568503328,-1.3488559950276535,-1.6391698345174177
ETTh1,a6,274,1.209093899024229,1.1928970894239244,-1.3577709044563457,-1.6425036278111316
ETTh1,a6,275,1.2102731954509562,1.1941190834478899,-1.3528057818507522,-1.6378107768723282
ETTh1,a6,276,1.2113893138433711,1.195535337795382,-1.3260984888346927,-1.6212703959377128
ETTh1,a6,277,1.2125828832603103,1.1968236608625749,-1.316753913970703,-1.6100924342628664
ETTh1,a6,278,1.213682946809333,1.1980746008938166,-1.302785811824414,-1.5979792285466532
ETTh1,a6,279,1.2148753851652145,1.1992749370981715,-1.3008233211969422,-1.5982758729527813
ETTh1,a6,280,1.2161065768450499,1.2006276473402977,-1.2892364705278991,-1.5915207506757012
ETTh1,a6,281,1.2173877842591752,1.201809870178589,-1.2962045384326215,-1.5916265984909694
